35055;48.0823;-1.6039
64545;43.3495;-1.6973
68375;47.7986;7.2396
28229;48.4965;1.4545
78688;48.7588;2.0489
70285;47.6009;6.6927
59616;50.4734;3.5659
76476;49.5137;0.5277
66008;42.5349;3.0244
06149;43.7532;7.3316
44209;47.3410;-1.6212
60141;49.1857;2.4874
83071;43.1690;6.2426
95250;49.0843;2.5483
60157;49.4052;2.4292
62525;50.7332;2.2284
38085;45.7461;5.1716
31547;43.4560;1.2849
11206;43.0486;2.1802
06018;43.6282;7.0828
84088;43.9898;5.0884
25580;47.4508;6.7918
67067;48.7373;7.7018
38158;45.1373;5.7756
02810;49.2731;3.1234
37195;47.3814;0.6380
26252;44.8327;4.8905
76165;49.2796;1.0396
34255;43.6889;3.7997
62548;50.9325;1.9447
66028;42.6791;2.9458
01143;46.3658;6.1147
63014;45.7454;3.1314
31033;43.3507;1.4503
77464;48.8817;2.7026
29058;47.9126;-4.0204
42005;45.5338;4.2543
01249;45.8389;4.9581
44015;47.4416;-1.7888
85003;46.7207;-1.6035
11203;43.1662;2.7889
13043;43.3905;5.2279
13040;43.4599;5.5532
63164;45.8408;3.1823
14437;49.1695;-0.3112
77449;48.8632;2.7971
62637;50.4645;2.9930
97223;14.5589;-60.9215
68256;47.7768;7.2881
2B042;42.5324;9.4210
97360;4.8299;-54.2700
69276;45.6733;4.8579
91661;48.6888;2.2303
10362;48.3018;3.9456
86041;46.6051;0.3695
57447;49.0661;6.1531
97603;-12.8902;45.1767
77183;48.9692;3.1248
13019;43.4495;5.3500
95052;49.1374;2.2888
83016;43.2073;5.8185
50099;49.2869;-1.2654
97614;-12.8328;45.1308
87050;45.9134;1.2520
62516;50.5605;2.4526
97124;16.0335;-61.6900
62250;50.4534;2.9463
56165;47.9420;-2.3584
59324;50.2914;4.1041
50025;48.6860;-1.3332
84003;43.9044;5.4340
79202;46.6764;-0.2202
95488;49.0083;2.1543
83086;43.4687;6.5770
59179;50.2923;3.3868
54580;49.4526;5.8952
40281;43.8402;-0.5185
54357;48.7099;6.1513
16374;45.6393;0.2067
81163;43.4763;2.3662
74282;46.0031;6.2506
45169;47.9388;1.7989
62048;50.5173;2.4329
69096;45.6083;4.7867
33433;44.9121;-0.4022
13050;43.6618;5.2522
27467;49.3519;0.5305
83054;43.2012;6.0155
59426;50.7531;3.1594
22136;48.1856;-2.7622
95394;49.0543;2.1743
59008;50.3225;3.2553
60139;49.1719;2.2462
35278;48.1574;-1.6918
31291;43.5953;1.2297
09122;42.9515;1.5808
38565;45.3011;5.6558
26057;44.9877;5.0803
13051;43.5758;5.1592
